2.967059728390e+00 -2.954423259037e+01 -5.209445330008e+00 0.000000000000e+00
3.047613386175e+00 -2.909910792215e+01 -7.173655222274e+00 0.000000000000e+00
3.128167043959e+00 -2.846526437280e+01 -9.091341207666e+00 0.000000000000e+00
3.208720701743e+00 -2.764681266098e+01 -1.095006635669e+01 9.320150959137e+03
3.289274359528e+00 -2.664906076010e+01 -1.273777612351e+01 2.685758377160e+04
3.369828017312e+00 -2.547847947410e+01 -1.444287652427e+01 4.358461870313e+04
3.450381675096e+00 -2.414266047181e+01 -1.605430932859e+01 5.939277451351e+04
3.530935332881e+00 -2.265026705207e+01 -1.756162377637e+01 7.417952924622e+04
3.611488990665e+00 -2.101097795887e+01 -1.895504435501e+01 8.784898512267e+04
3.692042648450e+00 -1.923542461103e+01 -2.022553419736e+01 1.003124904761e+05
3.772596306234e+00 -1.733512215334e+01 -2.136485368926e+01 1.114892146917e+05
3.853149964018e+00 -1.532239477646e+01 -2.236561390662e+01 1.213066724239e+05
3.933703621803e+00 -1.321029578977e+01 -2.322132453540e+01 1.297011936923e+05
4.014257279587e+00 -1.101252296567e+01 -2.392643596382e+01 1.366183368050e+05
4.094810937371e+00 -8.743329704289e+00 -2.447637527367e+01 1.420132414347e+05
4.175364595156e+00 -6.417432594683e+00 -2.486757589753e+01 1.458509195547e+05
4.255918252940e+00 -4.049915972128e+00 -2.509750074921e+01 1.481064823497e+05
4.336471910724e+00 -1.656134090413e+00 -2.516465867783e+01 1.487653016295e+05
4.417025568509e+00 7.483884563890e-01 -2.506861413845e+01 1.478231046981e+05
4.497579226293e+00 3.148057416871e+00 -2.480999001676e+01 1.452860020644e+05
4.578132884077e+00 5.527310016996e+00 -2.439046358944e+01 1.411704478124e+05
4.658686541862e+00 7.870715890657e+00 -2.381275564634e+01 1.355031328906e+05
4.739240199646e+00 1.016307715152e+01 -2.308061284518e+01 1.283208120112e+05
4.819793857430e+00 1.238952695717e+01 -2.219878341295e+01 1.196700652811e+05
4.900347515215e+00 1.453562592625e+01 -2.117298635192e+01 1.096069961124e+05
4.980901172999e+00 1.658745578341e+01 -2.000987434965e+01 9.819686737010e+04
5.061454830784e+00 1.853170962469e+01 -1.871699063381e+01 8.551367811765e+04
5.142008488568e+00 2.035577821786e+01 -1.730272005140e+01 7.163968370423e+04
5.222562146352e+00 2.204783177812e+01 -1.577623468986e+01 5.666486230752e+04
5.303115804137e+00 2.359689668885e+01 -1.414743439252e+01 4.068633139058e+04
5.383669461921e+00 2.499292666969e+01 -1.242688255432e+01 2.380771785787e+04
5.464223119705e+00 2.622686793049e+01 -1.062573761417e+01 6.138485995015e+03
5.544776777490e+00 2.729071788869e+01 -8.755680688163e+00 0.000000000000e+00
5.625330435274e+00 2.817757706906e+01 -6.828839813062e+00 0.000000000000e+00
5.705884093058e+00 2.888169384952e+01 -4.857711291331e+00 0.000000000000e+00
5.786437750843e+00 2.939850176255e+01 -2.855078647819e+00 0.000000000000e+00
5.866991408627e+00 2.972464911052e+01 -8.339297236918e-01 0.000000000000e+00
5.947545066411e+00 2.985802070271e+01 1.192627554699e+00 0.000000000000e+00
6.028098724196e+00 2.979775157318e+01 3.211450185748e+00 0.000000000000e+00
6.108652381980e+00 2.954423259037e+01 5.209445330008e+00 0.000000000000e+00
